group,species,link to obs
dicots,Neptunia gracilis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=369318&view=&without_taxon_id=632790&page=
dicots,Acacia schinoides,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=502783&view=&without_taxon_id=632790&page=
dicots,Acacia minutifolia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=628266&view=&without_taxon_id=632790&page=
dicots,Casuarina glauca,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=160234&view=&page=
dicots,Allocasuarina verticillata,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=122323&view=&page=
dicots,Allocasuarina littoralis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=323786&view=&page=
dicots,Allocasuarina torulosa,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=334814&view=&page=
dicots,Tabernaemontana pandacaqui,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=369351&view=&page=
dicots,Alyxia ruscifolia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=369496&view=&page=
dicots,Geranium homeanum,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=163259&view=&page=
dicots,Geranium gardneri,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=402065&view=&page=
dicots,Geranium solanderi,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=77262&view=&page=
dicots,Geranium retrorsum,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=118443&view=&page=
dicots,Myoporum insulare,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=323840&view=&without_taxon_id=47733&page=
dicots,Vitex rotundifolia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=126845&view=&without_taxon_id=47733&page=
dicots,Coleus scutellarioides,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=291284&view=&without_taxon_id=47733&page=
dicots,Pandorea jasminoides,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=346424&view=&without_taxon_id=47733&page=
dicots,Myoporum montanum,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=370035&view=&without_taxon_id=47733&page=
dicots,Utricularia gibba,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=79464&view=&without_taxon_id=47733&page=
dicots,Pandorea pandorana,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=83395&view=&without_taxon_id=47733&page=
dicots,Orthosiphon aristatus,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=185264&view=&without_taxon_id=47733&page=
dicots,Utricularia subulata,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=79468&view=&without_taxon_id=47733&page=
dicots,Veronica plebeia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=353889&view=&without_taxon_id=47733&page=
dicots,Westringia fruticosa,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=353888&view=&without_taxon_id=47733&page=
dicots,Avicennia marina,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=75723&view=&without_taxon_id=47733&page=
dicots,Litsea glutinosa,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=369548&view=&without_taxon_id=47733&page=
dicots,Cassytha filiformis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=160172&view=&without_taxon_id=47733&page=
dicots,Homalanthus populifolius,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=369932&view=&without_taxon_id=47733&page=
dicots,Codiaeum variegatum,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=127387&view=&without_taxon_id=47733&page=
dicots,Calophyllum inophyllum,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=159698&view=&without_taxon_id=47733&page=
dicots,Viola banksii,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=410980&view=&without_taxon_id=47733&page=
dicots,Flueggea virosa,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=340143&view=&without_taxon_id=47733&page=
dicots,Baloghia inophylla,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=369778&view=&without_taxon_id=47733&page=
dicots,Afrohybanthus enneaspermus,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=962178&view=&without_taxon_id=47733&page=
dicots,Hibiscus tiliaceus,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=62868&view=&without_taxon_id=47733&page=
dicots,Malvastrum coromandelianum,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=165115&view=&without_taxon_id=47733&page=
dicots,Abelmoschus moschatus,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=157767&view=&without_taxon_id=47733&page=
dicots,Brachychiton populneus,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=349248&view=&without_taxon_id=47733&page=
dicots,Hibiscus diversifolius,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=287814&view=&without_taxon_id=47733&page=
dicots,Brachychiton acerifolius,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=122300&view=&without_taxon_id=47733&page=
dicots,Eucalyptus globulus,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=53398&view=&page=
dicots,Terminalia catappa,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=62821&view=&page=
dicots,Eucalyptus camaldulensis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=64128&view=&page=
dicots,Lythrum hyssopifolia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=58934&view=&page=
dicots,Leptospermum laevigatum,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=77704&view=&page=
dicots,Melaleuca citrina,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=77976&view=&page=
dicots,Melaleuca quinquenervia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=120527&view=&page=
dicots,Melaleuca viminalis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=77977&view=&page=
dicots,Syzygium paniculatum,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=181899&view=&page=
dicots,Melaleuca nesophila,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=130738&view=&page=
dicots,Eucalyptus polyanthemos,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=58207&view=&page=
dicots,Syzygium australe,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=79311&view=&page=
dicots,Eucalyptus cladocalyx,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=77089&view=&page=
dicots,Eucalyptus conferruminata,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=77090&view=&page=
dicots,Eucalyptus sideroxylon,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=77092&view=&page=
dicots,Syzygium smithii,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=338330&view=&page=
dicots,Ludwigia peploides,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=60220&view=&page=
dicots,Ludwigia octovalvis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=164861&view=&page=
dicots,Corymbia ficifolia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=122024&view=&page=
dicots,Eucalyptus cinerea,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=162748&view=&page=
dicots,Corymbia citriodora,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=334772&view=&page=
dicots,Eucalyptus grandis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=135371&view=&page=
dicots,Eucalyptus gomphocephala,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=162753&view=&page=
dicots,Eucalyptus botryoides,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=162745&view=&page=
dicots,Melaleuca hypericifolia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=321145&view=&page=
dicots,Eucalyptus tereticornis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=58208&view=&page=
dicots,Melaleuca linearis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=596690&view=&page=
dicots,Eucalyptus leucoxylon,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=339974&view=&page=
dicots,Agonis flexuosa,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=145380&view=&page=
dicots,Eucalyptus nitens,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=401772&view=&page=
dicots,Xanthostemon chrysanthus,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=344937&view=&page=
dicots,Tristaniopsis laurina,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=135366&view=&page=
dicots,Eucalyptus saligna,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=162763&view=&page=
dicots,Leptospermum scoparium,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=54699&view=&page=
dicots,Eucalyptus gunnii,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=323288&view=&page=
dicots,Eucalyptus diversicolor,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=147463&view=&page=
dicots,Eucalyptus viminalis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=77093&view=&page=
dicots,Eucalyptus erythrocorys,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=132354&view=&page=
dicots,Eucalyptus rudis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=162762&view=&page=
dicots,Eucalyptus robusta,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=162761&view=&page=
dicots,Melaleuca armillaris,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=323997&view=&page=
dicots,Eucalyptus torquata,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=179890&view=&page=
dicots,Eucalyptus obliqua,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=323286&view=&page=
dicots,Eucalyptus nicholii,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=407712&view=&page=
dicots,Eucalyptus pulverulenta,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=64294&view=&page=
dicots,Eucalyptus melliodora,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=207906&view=&page=
dicots,Eucalyptus amygdalina,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=162744&view=&page=
dicots,Melaleuca glauca,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=589711&view=&page=
dicots,Corymbia calophylla,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=135379&view=&page=
dicots,Leptospermum morrisonii,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=410481&view=&page=
dicots,Melaleuca salicina,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=479697&view=&page=
dicots,Eucalyptus pulchella,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=77091&view=&page=
dicots,Melaleuca styphelioides,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=135412&view=&page=
dicots,Eucalyptus pilularis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=162758&view=&page=
dicots,Melaleuca linariifolia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=165216&view=&page=
dicots,Eucalyptus albopurpurea,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=208132&view=&page=
dicots,Xanthostemon youngii,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=354059&view=&page=
dicots,Melaleuca diosmifolia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=484070&view=&page=
dicots,Chamelaucium uncinatum,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=76261&view=&page=
dicots,Eucalyptus marginata,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=145392&view=&page=
dicots,Melastoma malabathricum,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=165230&view=&page=
dicots,Eucalyptus macrocarpa,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=131659&view=&page=
dicots,Lophostemon confertus,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=135363&view=&page=
dicots,Melaleuca leucadendra,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=157286&view=&page=
dicots,Kunzea ericoides,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=210165&view=&page=
dicots,Eucalyptus spathulata,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=341386&view=&page=
dicots,Eucalyptus muelleriana,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=353877&view=&page=
dicots,Corymbia aparrerinja,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=357346&view=&page=
dicots,Syzygium floribundum,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=418394&view=&page=
dicots,Eucalyptus lehmannii,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=82773&view=&page=
dicots,Angophora costata,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=83379&view=&page=
dicots,Syzygium luehmannii,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=126146&view=&page=
dicots,Corymbia torelliana,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=135367&view=&page=
dicots,Eucalyptus perriniana,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=135375&view=&page=
dicots,Eucalyptus cornuta,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=162749&view=&page=
dicots,Terminalia muelleri,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=169602&view=&page=
dicots,Eucalyptus haemastoma,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=197038&view=&page=
dicots,Eucalyptus pauciflora,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=208115&view=&page=
dicots,Eucalyptus microcarpa,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=243802&view=&page=
dicots,Eucalyptus ovata,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=323789&view=&page=
dicots,Eucalyptus longifolia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=353878&view=&page=
dicots,Eucalyptus tenuiramis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=401767&view=&page=
dicots,Melaleuca alternifolia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=427159&view=&page=
dicots,Eucalyptus pellita,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=427625&view=&page=
dicots,Eucalyptus lansdowneana,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=479887&view=&page=
dicots,Eucalyptus capitellata,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=481270&view=&page=
dicots,Eucalyptus radiata,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=639221&view=&page=
dicots,Eucalyptus occidentalis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=1031742&view=&page=
dicots,Eucalyptus grossa,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=1074863&view=&page=
dicots,Eucalyptus longicornis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=1075158&view=&page=
dicots,Nymphaea nouchali,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=321501&view=&page=
dicots,Oxalis exilis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=57865&view=&page=
dicots,Elaeocarpus reticulatus,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=123234&view=&page=
dicots,Eucryphia lucida,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=178220&view=&page=
dicots,Davidsonia jerseyana,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=488894&view=&page=
dicots,Hakea sericea,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=321137&view=&page=
dicots,Grevillea robusta,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=77302&view=&page=
dicots,Hakea salicifolia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=363485&view=&page=
dicots,Banksia integrifolia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=244884&view=&page=
dicots,Hakea gibbosa,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=321136&view=&page=
dicots,Hakea drupacea,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=341634&view=&page=
dicots,Grevillea banksii,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=163372&view=&page=
dicots,Lomatia fraseri,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=550664&view=&page=
dicots,Macadamia tetraphylla,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=346223&view=&page=
dicots,Macadamia integrifolia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=287245&view=&page=
dicots,Telopea speciosissima,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=122358&view=&page=
dicots,Banksia spinulosa,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=208902&view=&page=
dicots,Grevillea lanigera,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=135351&view=&page=
dicots,Grevillea rosmarinifolia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=547335&view=&page=
dicots,Grevillea aspleniifolia,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=402199&view=&page=
dicots,Banksia aemula,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=83621&view=&page=
dicots,Telopea oreades,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=122359&view=&page=
dicots,Banksia serrata,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=64519&view=&page=
dicots,Grevillea juniperina,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=418054&view=&page=
dicots,Ficus macrophylla,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=126854&view=&page=
dicots,Ficus microcarpa,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=54982&view=&page=
dicots,Acaena agnipila,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=323297&view=&page=
dicots,Acaena novae-zelandiae,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=75256&view=&page=
dicots,Trema orientale,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=147425&view=&page=
dicots,Pomaderris aspera,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=184927&view=&page=
dicots,Ficus rubiginosa,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=199385&view=&page=
dicots,Acaena pallida,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=75257&view=&page=
dicots,Urtica incisa,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=323366&view=&page=
dicots,Acaena echinata,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=323795&view=&page=
dicots,Melia azedarach,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=53720&view=&page=
dicots,Cupaniopsis anacardioides,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=161253&view=&page=
dicots,Murraya paniculata,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=287316&view=&page=
dicots,Correa alba,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=196520&view=&page=
dicots,Dodonaea viscosa,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=122711&view=&page=
dicots,Nematolepis squamea,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=353806&view=&page=
dicots,Toona ciliata,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=155812&view=&page=
dicots,Geijera parviflora,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=185434&view=&page=
dicots,Philotheca myoporoides,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=411273&view=&page=
dicots,Calystegia sepium,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=57481&view=&page=
dicots,Solanum americanum,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=59035&view=&page=
dicots,Ipomoea pes-caprae,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=60879&view=&page=
dicots,Solanum laciniatum,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=328092&view=&page=
dicots,Calystegia soldanella,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=60880&view=&page=
dicots,Ipomoea eriocarpa,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=505875&view=&page=
dicots,Ipomoea imperati,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=130193&view=&page=
dicots,Solanum aviculare,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=79135&view=&page=
dicots,Evolvulus alsinoides,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=162913&view=&page=
dicots,Ipomoea violacea,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=131556&view=&page=
dicots,Cuscuta australis,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=427420&view=&page=
dicots,Solanum chippendalei,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=1007784&view=&page=
dicots,Cissus antarctica,https://www.inaturalist.org/observations?introduced=true&not_in_place=6744&place_id=any&taxon_id=76359&view=&page=
