species,canonicalName,countries_present
Thelymitra yorkensis Jeanes,Thelymitra yorkensis,NA
Thrixspermum carinatifolium (Ridl.) Schltr.,Thrixspermum carinatifolium,NA
Thrixspermum congestum (F.M.Bailey) Dockrill,Thrixspermum congestum,NA
Thrixspermum platystachys (F.M.Bailey) Schltr.,Thrixspermum platystachys,NA
Thynninorchis huntiana (F.Muell.) D.L.Jones & M.A.Clem.,Thynninorchis huntiana,NA
Thynninorchis nothofagicola (D.L.Jones) D.L.Jones & M.A.Clem.,Thynninorchis nothofagicola,NA
Townsonia viridis (Hook.f.) Schltr.,Townsonia viridis,NA
"Trachoma speciosum D.L.Jones, B.Gray, M.A.Clem. & J.J.Wood",Trachoma speciosum,NA
"Trachoma stellatum M.A.Clem., D.L.Jones, B.Gray & J.J.Wood",Trachoma stellatum,NA
Trachoma subluteum (Rupp) Garay,Trachoma subluteum,NA
Trichoglottis australiensis Dockrill,Trichoglottis australiensis,NA
Tropidia territorialis D.L.Jones & M.A.Clem.,Tropidia territorialis,NA
Tropidia viridifusca Kraenzl.,Tropidia viridifusca,NA
Vanda hindsii Lindl.,Vanda hindsii,NA
Vrydagzynea albostriata Schltr.,Vrydagzynea albostriata,NA
Vrydagzynea grayi D.L.Jones & M.A.Clem.,Vrydagzynea grayi,NA
Zeuxine exilis Ridl.,Zeuxine exilis,NA
Zeuxine oblonga R.S.Rogers & C.T.White,Zeuxine oblonga,NA
Zeuxine polygonoides (F.Muell.) P.J.Cribb,Zeuxine polygonoides,NA
Xanthorrhoea acanthostachya D.J.Bedford,Xanthorrhoea acanthostachya,NA
Xanthorrhoea acaulis (A.T.Lee) D.J.Bedford,Xanthorrhoea acaulis,NA
Xanthorrhoea arborea R.Br.,Xanthorrhoea arborea,NA
Xanthorrhoea arenaria D.J.Bedford,Xanthorrhoea arenaria,NA
Xanthorrhoea australis R.Br.,Xanthorrhoea australis,NA
Xanthorrhoea bracteata R.Br.,Xanthorrhoea bracteata,NA
Xanthorrhoea brevistyla D.A.Herb.,Xanthorrhoea brevistyla,NA
Xanthorrhoea brunonis Endl.,Xanthorrhoea brunonis,NA
Xanthorrhoea caespitosa D.J.Bedford,Xanthorrhoea caespitosa,NA
Xanthorrhoea concava (A.T.Lee) D.J.Bedford,Xanthorrhoea concava,NA
Xanthorrhoea drummondii Harv.,Xanthorrhoea drummondii,NA
Xanthorrhoea fulva (A.T.Lee) D.J.Bedford,Xanthorrhoea fulva,NA
Xanthorrhoea glauca D.J.Bedford,Xanthorrhoea glauca,NA
Xanthorrhoea gracilis Endl.,Xanthorrhoea gracilis,NA
Xanthorrhoea johnsonii A.T.Lee,Xanthorrhoea johnsonii,NA
Xanthorrhoea latifolia (A.T.Lee) D.J.Bedford,Xanthorrhoea latifolia,NA
Xanthorrhoea macronema F.Muell. ex Benth.,Xanthorrhoea macronema,NA
Xanthorrhoea malacophylla D.J.Bedford,Xanthorrhoea malacophylla,NA
Xanthorrhoea media R.Br.,Xanthorrhoea media,NA
Xanthorrhoea minor R.Br.,Xanthorrhoea minor,NA
Xanthorrhoea nana D.A.Herb.,Xanthorrhoea nana,NA
Xanthorrhoea platyphylla D.J.Bedford,Xanthorrhoea platyphylla,NA
Xanthorrhoea preissii Endl.,Xanthorrhoea preissii,NA
Xanthorrhoea pumilio R.Br.,Xanthorrhoea pumilio,NA
Xanthorrhoea quadrangulata F.Muell.,Xanthorrhoea quadrangulata,NA
Xanthorrhoea resinosa Pers.,Xanthorrhoea resinosa,NA
Xanthorrhoea semiplana F.Muell.,Xanthorrhoea semiplana,NA
Xanthorrhoea thorntonii Tate,Xanthorrhoea thorntonii,NA
Aneilema acuminatum R.Br.,Aneilema acuminatum,NA
Aneilema biflorum R.Br.,Aneilema biflorum,NA
Aneilema sclerocarpum F.Muell.,Aneilema sclerocarpum,NA
Aneilema siliculosum R.Br.,Aneilema siliculosum,NA
Cartonema baileyi F.M.Bailey,Cartonema baileyi,NA
Cartonema brachyantherum Benth.,Cartonema brachyantherum,NA
Cartonema parviflorum Hassk.,Cartonema parviflorum,NA
Cartonema philydroides F.Muell.,Cartonema philydroides,NA
Cartonema spicatum R.Br.,Cartonema spicatum,NA
Cartonema tenue Caruel,Cartonema tenue,NA
Cartonema trigonospermum C.B.Clarke,Cartonema trigonospermum,NA
Commelina agrostophylla F.Muell.,Commelina agrostophylla,NA
Commelina ciliata Stanley,Commelina ciliata,NA
Commelina cyanea R.Br.,Commelina cyanea,NA
Commelina diffusa Burm.f.,Commelina diffusa,NA
Commelina ensifolia R.Br.,Commelina ensifolia,NA
Commelina lanceolata R.Br.,Commelina lanceolata,NA
Commelina reticulata Stanley,Commelina reticulata,NA
Commelina roensis M.D.Barrett & R.L.Barrett,Commelina roensis,NA
Commelina tricarinata Stanley,Commelina tricarinata,NA
Commelina undulata R.Br.,Commelina undulata,NA
Cyanotis axillaris (L.) D.Don ex Sweet,Cyanotis axillaris,NA
Floscopa scandens Lour.,Floscopa scandens,NA
Murdannia cryptantha Faden,Murdannia cryptantha,NA
Murdannia gigantea (Vahl) G.Brückn.,Murdannia gigantea,NA
Murdannia graminea (R.Br.) G.Brückn.,Murdannia graminea,NA
Murdannia vaginata (L.) G.Brückn.,Murdannia vaginata,NA
Pollia crispata (R.Br.) Benth.,Pollia crispata,NA
Pollia macrophylla (R.Br.) Benth.,Pollia macrophylla,NA
Tapheocarpa calandrinioides (F.Muell.) Conran,Tapheocarpa calandrinioides,NA
Anigozanthos bicolor Endl.,Anigozanthos bicolor,NA
Anigozanthos flavidus Redouté,Anigozanthos flavidus,NA
Anigozanthos gabrielae Domin,Anigozanthos gabrielae,NA
Anigozanthos humilis Lindl.,Anigozanthos humilis,NA
Anigozanthos kalbarriensis Hopper,Anigozanthos kalbarriensis,NA
Anigozanthos manglesii D.Don,Anigozanthos manglesii,NA
Anigozanthos onycis A.S.George,Anigozanthos onycis,NA
Anigozanthos preissii Endl.,Anigozanthos preissii,NA
Anigozanthos pulcherrimus Hook.,Anigozanthos pulcherrimus,NA
Anigozanthos rufus Labill.,Anigozanthos rufus,NA
Anigozanthos viridis Endl.,Anigozanthos viridis,NA
Blancoa canescens Lindl.,Blancoa canescens,NA
Conostylis aculeata R.Br.,Conostylis aculeata,NA
Conostylis albescens Hopper,Conostylis albescens,NA
Conostylis androstemma F.Muell.,Conostylis androstemma,NA
Conostylis angustifolia Hopper,Conostylis angustifolia,NA
Conostylis argentea (J.W.Green) Hopper,Conostylis argentea,NA
Conostylis aurea Lindl.,Conostylis aurea,NA
Conostylis bealiana F.Muell.,Conostylis bealiana,NA
Conostylis bracteata Lindl.,Conostylis bracteata,NA
Conostylis breviscapa R.Br.,Conostylis breviscapa,NA
Conostylis candicans Endl.,Conostylis candicans,NA
Conostylis canteriata Hopper,Conostylis canteriata,NA
Conostylis caricina Lindl.,Conostylis caricina,NA
Conostylis crassinerva J.W.Green,Conostylis crassinerva,NA
Conostylis deplexa J.W.Green,Conostylis deplexa,NA
Conostylis dielsii W.Fitzg.,Conostylis dielsii,NA
Conostylis drummondii Benth.,Conostylis drummondii,NA
Conostylis festucacea Endl.,Conostylis festucacea,NA
Conostylis hiemalis Hopper,Conostylis hiemalis,NA
Conostylis juncea Endl.,Conostylis juncea,NA
Conostylis latens Hopper,Conostylis latens,NA
Conostylis laxiflora Benth.,Conostylis laxiflora,NA
Conostylis lepidospermoides Hopper,Conostylis lepidospermoides,NA
Conostylis micrantha Hopper,Conostylis micrantha,NA
Conostylis misera Endl.,Conostylis misera,NA
Conostylis neocymosa Hopper,Conostylis neocymosa,NA
Conostylis pauciflora Hopper,Conostylis pauciflora,NA
Conostylis petrophiloides F.Muell. ex Benth.,Conostylis petrophiloides,NA
Conostylis phathyrantha Diels,Conostylis phathyrantha,NA
Conostylis prolifera Benth.,Conostylis prolifera,NA
Conostylis pusilla Endl.,Conostylis pusilla,NA
Conostylis resinosa Hopper,Conostylis resinosa,NA
Conostylis robusta Diels,Conostylis robusta,NA
Conostylis rogeri Hopper,Conostylis rogeri,NA
Conostylis seminuda Hopper,Conostylis seminuda,NA
Conostylis seorsiflora F.Muell.,Conostylis seorsiflora,NA
Conostylis serrulata R.Br.,Conostylis serrulata,NA
Conostylis setigera R.Br.,Conostylis setigera,NA
Conostylis setosa Lindl.,Conostylis setosa,NA
Conostylis stylidioides F.Muell.,Conostylis stylidioides,NA
Conostylis teretifolia J.W.Green,Conostylis teretifolia,NA
Conostylis teretiuscula F.Muell.,Conostylis teretiuscula,NA
Conostylis tomentosa Hopper,Conostylis tomentosa,NA
Conostylis vaginata Endl.,Conostylis vaginata,NA
Conostylis villosa Benth.,Conostylis villosa,NA
Conostylis wonganensis Hopper,Conostylis wonganensis,NA
Haemodorum austroqueenslandicum Domin,Haemodorum austroqueenslandicum,NA
"Haemodorum basalticum R.L.Barrett, Hopper & T.D.Macfarl.",Haemodorum basalticum,NA
Haemodorum brevicaule F.Muell.,Haemodorum brevicaule,NA
Haemodorum brevisepalum Benth.,Haemodorum brevisepalum,NA
Haemodorum capitatum R.L.Barrett & Hopper,Haemodorum capitatum,NA
Haemodorum coccineum R.Br.,Haemodorum coccineum,NA
Haemodorum condensatum Hopper & R.L.Barrett,Haemodorum condensatum,NA
Haemodorum corymbosum Vahl,Haemodorum corymbosum,NA
Haemodorum discolor T.D.Macfarl.,Haemodorum discolor,NA
Haemodorum distichophyllum Hook.,Haemodorum distichophyllum,NA
Haemodorum ensifolium F.Muell.,Haemodorum ensifolium,NA
Haemodorum flaviflorum W.Fitzg.,Haemodorum flaviflorum,NA
Haemodorum gracile T.D.Macfarl.,Haemodorum gracile,NA
"Haemodorum griseofuscum R.L.Barrett, M.D.Barrett & Hopper",Haemodorum griseofuscum,NA
Haemodorum interrex R.L.Barrett & M.D.Barrett,Haemodorum interrex,NA
Haemodorum laxum R.Br.,Haemodorum laxum,NA
Haemodorum leptostachyum Benth.,Haemodorum leptostachyum,NA
Haemodorum loratum T.D.Macfarl.,Haemodorum loratum,NA
Haemodorum macfarlanei R.L.Barrett,Haemodorum macfarlanei,NA
Haemodorum paniculatum Lindl.,Haemodorum paniculatum,NA
Haemodorum parviflorum Benth.,Haemodorum parviflorum,NA
Haemodorum planifolium R.Br.,Haemodorum planifolium,NA
Haemodorum simplex Lindl.,Haemodorum simplex,NA
Haemodorum simulans F.Muell.,Haemodorum simulans,NA
Haemodorum sparsiflorum F.Muell.,Haemodorum sparsiflorum,NA
Haemodorum spicatum R.Br.,Haemodorum spicatum,NA
Haemodorum subvirens F.Muell.,Haemodorum subvirens,NA
Haemodorum tenuifolium A.Cunn. ex Benth.,Haemodorum tenuifolium,NA
Haemodorum thedae R.L.Barrett,Haemodorum thedae,NA
Haemodorum venosum T.D.Macfarl.,Haemodorum venosum,NA
Macropidia fuliginosa (Hook.) Druce,Macropidia fuliginosa,NA
Phlebocarya ciliata R.Br.,Phlebocarya ciliata,NA
Phlebocarya filifolia (F.Muell.) Benth.,Phlebocarya filifolia,NA
Phlebocarya pilosissima (F.Muell.) Benth.,Phlebocarya pilosissima,NA
Tribonanthes australis Endl.,Tribonanthes australis,NA
Tribonanthes brachypetala Lindl.,Tribonanthes brachypetala,NA
Tribonanthes longipetala Lindl.,Tribonanthes longipetala,NA
Tribonanthes minor M.Lyons & Keighery,Tribonanthes minor,NA
Tribonanthes purpurea T.D.Macfarl. & Hopper,Tribonanthes purpurea,NA
Tribonanthes violacea Endl.,Tribonanthes violacea,NA
Hanguana malayana (Jack) Merr.,Hanguana malayana,NA
Helmholtzia acorifolia F.Muell.,Helmholtzia acorifolia,NA
Helmholtzia glaberrima (Hook.f.) Caruel,Helmholtzia glaberrima,NA
Philydrella drummondii L.G.Adams,Philydrella drummondii,NA
Philydrella pygmaea (R.Br.) Caruel,Philydrella pygmaea,NA
Philydrum lanuginosum Banks ex Gaertn.,Philydrum lanuginosum,NA
Pontederia australasica (Ridl.) M.Pell. & C.N.Horn,Pontederia australasica,NA
Pontederia cyanea (F.Muell.) M.Pell. & C.N.Horn,Pontederia cyanea,NA
Pontederia hastata L.,Pontederia hastata,NA
Pontederia vaginalis Burm.f.,Pontederia vaginalis,NA
Baxteria australis R.Br. ex Hook.,Baxteria australis,NA
"Calectasia browneana Keighery, K.W.Dixon & R.L.Barrett",Calectasia browneana,NA
Calectasia cyanea R.Br.,Calectasia cyanea,NA
Calectasia demarzii R.L.Barrett,Calectasia demarzii,NA
Calectasia elegans R.L.Barrett,Calectasia elegans,NA
Calectasia gracilis Keighery,Calectasia gracilis,NA
Calectasia grandiflora L.Preiss,Calectasia grandiflora,NA
Calectasia hispida R.L.Barrett & K.W.Dixon,Calectasia hispida,NA
Calectasia intermedia Sond.,Calectasia intermedia,NA
Calectasia jubilaea R.L.Barrett,Calectasia jubilaea,NA
Calectasia keigheryi R.L.Barrett & K.W.Dixon,Calectasia keigheryi,NA
Calectasia narragara R.L.Barrett & K.W.Dixon,Calectasia narragara,NA
Calectasia obtusa R.L.Barrett & K.W.Dixon,Calectasia obtusa,NA
Calectasia palustris R.L.Barrett & K.W.Dixon,Calectasia palustris,NA
Calectasia pignattiana K.W.Dixon & R.L.Barrett,Calectasia pignattiana,NA
Calectasia valida R.L.Barrett,Calectasia valida,NA
Dasypogon bromeliifolius R.Br.,Dasypogon bromeliifolius,NA
Dasypogon hookeri J.Drumm.,Dasypogon hookeri,NA
Dasypogon obliquifolius Nees,Dasypogon obliquifolius,NA
Kingia australis R.Br.,Kingia australis,NA
Burmannia coelestis D.Don,Burmannia coelestis,NA
Burmannia disticha L.,Burmannia disticha,NA
Burmannia juncea R.Br.,Burmannia juncea,NA
Dioscorea alata L.,Dioscorea alata,NA
Dioscorea bulbifera L.,Dioscorea bulbifera,NA
Dioscorea hastifolia Nees,Dioscorea hastifolia,NA
Dioscorea pentaphylla L.,Dioscorea pentaphylla,NA
Dioscorea transversa R.Br.,Dioscorea transversa,NA
Tacca leontopetaloides (L.) Kuntze,Tacca leontopetaloides,NA
Tacca maculata Seem.,Tacca maculata,NA
Thismia clavarioides K.R.Thiele,Thismia clavarioides,NA
Thismia hawkesii W.E.Cooper,Thismia hawkesii,NA
Thismia hillii (Cheeseman) N.Pfeiff.,Thismia hillii,NA
Thismia lanternata W.E.Cooper,Thismia lanternata,NA
"Thismia megalongensis C.Hunt, G.Steenbeeke & V.Merckx",Thismia megalongensis,NA
Thismia rodwayi F.Muell.,Thismia rodwayi,NA
Thismia tectipora Cowie,Thismia tectipora,NA
Thismia yorkensis Cribb,Thismia yorkensis,NA
Campynema lineare Labill.,Campynema lineare,NA
Burchardia bairdiae Keighery,Burchardia bairdiae,NA
Burchardia congesta Lindl.,Burchardia congesta,NA
Burchardia monantha Domin,Burchardia monantha,NA
Burchardia multiflora Lindl.,Burchardia multiflora,NA
Burchardia rosea Keighery,Burchardia rosea,NA
Burchardia umbellata R.Br.,Burchardia umbellata,NA
Iphigenia indica (L.) Kunth,Iphigenia indica,NA
Kuntheria pedunculata (F.Muell.) Conran & Clifford,Kuntheria pedunculata,NA
Schelhammera multiflora R.Br.,Schelhammera multiflora,NA
Schelhammera undulata R.Br.,Schelhammera undulata,NA
Tripladenia cunninghamii D.Don,Tripladenia cunninghamii,NA
Wurmbea australis (R.J.Bates) R.J.Bates,Wurmbea australis,NA
Wurmbea biglandulosa (R.Br.) T.D.Macfarl.,Wurmbea biglandulosa,NA
Wurmbea calcicola T.D.Macfarl.,Wurmbea calcicola,NA
Wurmbea centralis T.D.Macfarl.,Wurmbea centralis,NA
Wurmbea cernua T.D.Macfarl.,Wurmbea cernua,NA
Wurmbea citrina (R.J.Bates) R.J.Bates,Wurmbea citrina,NA
Wurmbea decumbens R.J.Bates,Wurmbea decumbens,NA
Wurmbea densiflora (Benth.) T.D.Macfarl.,Wurmbea densiflora,NA
Wurmbea deserticola T.D.Macfarl.,Wurmbea deserticola,NA
Wurmbea dilatata T.D.Macfarl.,Wurmbea dilatata,NA
Wurmbea dioica (R.Br.) F.Muell.,Wurmbea dioica,NA
Wurmbea drummondii Benth.,Wurmbea drummondii,NA
Wurmbea fluviatilis T.D.Macfarl. & A.L.Case,Wurmbea fluviatilis,NA
Wurmbea graniticola T.D.Macfarl.,Wurmbea graniticola,NA
Wurmbea inflata T.D.Macfarl. & A.L.Case,Wurmbea inflata,NA
Wurmbea inframediana T.D.Macfarl.,Wurmbea inframediana,NA
Wurmbea latifolia T.D.Macfarl.,Wurmbea latifolia,NA
Wurmbea monantha (Endl.) T.D.Macfarl.,Wurmbea monantha,NA
Wurmbea murchisoniana T.D.Macfarl.,Wurmbea murchisoniana,NA
Wurmbea nilpinna R.J.Bates,Wurmbea nilpinna,NA
Wurmbea odorata T.D.Macfarl.,Wurmbea odorata,NA
Wurmbea pygmaea (Endl.) Benth.,Wurmbea pygmaea,NA
Wurmbea saccata T.D.Macfarl. & S.J.van Leeuwen,Wurmbea saccata,NA
Wurmbea sinora T.D.Macfarl.,Wurmbea sinora,NA
Wurmbea stellata R.J.Bates,Wurmbea stellata,NA
Wurmbea tenella (Endl.) Benth.,Wurmbea tenella,NA
Wurmbea tubulosa Benth.,Wurmbea tubulosa,NA
Wurmbea uniflora (R.Br.) T.D.Macfarl.,Wurmbea uniflora,NA
Corsia dispar D.L.Jones & B.Gray,Corsia dispar,NA
Drymophila cyanocarpa R.Br.,Drymophila cyanocarpa,NA
Drymophila moorei Baker,Drymophila moorei,NA
Petermannia cirrosa F.Muell.,Petermannia cirrosa,NA
Ripogonum album R.Br.,Ripogonum album,NA
Ripogonum brevifolium Conran & Clifford,Ripogonum brevifolium,NA
Ripogonum danesii Domin,Ripogonum danesii,NA
Ripogonum discolor F.Muell.,Ripogonum discolor,NA
Ripogonum elseyanum F.Muell.,Ripogonum elseyanum,NA
Ripogonum fawcettianum F.Muell. ex Benth.,Ripogonum fawcettianum,NA
Smilax aculeatissima Conran,Smilax aculeatissima,NA
Smilax australis R.Br.,Smilax australis,NA
Smilax blumei A.DC.,Smilax blumei,NA
Smilax calophylla Wall. ex A.DC.,Smilax calophylla,NA
Smilax glyciphylla Sm.,Smilax glyciphylla,NA
Smilax kaniensis K.Krause,Smilax kaniensis,NA
Benstonea lauterbachii (K.Schum. & Warb.) Callm. & Buerki,Benstonea lauterbachii,NA
Benstonea monticola (F.Muell.) Callm. & Buerki,Benstonea monticola,NA
Freycinetia baueriana Endl.,Freycinetia baueriana,NA
Freycinetia excelsa F.Muell.,Freycinetia excelsa,NA
Freycinetia marginata Blume,Freycinetia marginata,NA
Freycinetia percostata Merr. & L.M.Perry,Freycinetia percostata,NA
Freycinetia scandens Gaudich.,Freycinetia scandens,NA
Pandanus aquaticus F.Muell.,Pandanus aquaticus,NA
Pandanus basedowii C.H.Wright,Pandanus basedowii,NA
Pandanus brookei Martelli,Pandanus brookei,NA
Pandanus christmatensis Martelli,Pandanus christmatensis,NA
Pandanus conicus H.St.John,Pandanus conicus,NA
Pandanus cookii Martelli,Pandanus cookii,NA
Pandanus elatus Ridl.,Pandanus elatus,NA
Pandanus forsteri C.Moore & F.Muell.,Pandanus forsteri,NA
Pandanus gemmifer H.St.John,Pandanus gemmifer,NA
Pandanus oblatus H.St.John,Pandanus oblatus,NA
Pandanus rheophilus B.C.Stone,Pandanus rheophilus,NA
Pandanus solms-laubachii F.Muell.,Pandanus solms-laubachii,NA
Pandanus spiralis R.Br.,Pandanus spiralis,NA
Pandanus tectorius Parkinson,Pandanus tectorius,NA
Pandanus zea H.St.John,Pandanus zea,NA
Stemona angusta I.Telford,Stemona angusta,NA
Stemona australiana (Benth.) C.H.Wright,Stemona australiana,NA
Stemona lucida (R.Br.) Duyfjes,Stemona lucida,NA
Stemona prostrata I.Telford,Stemona prostrata,NA
Sciaphila arfakiana Becc.,Sciaphila arfakiana,NA
Sciaphila densiflora Schltr.,Sciaphila densiflora,NA
Anarthria gracilis R.Br.,Anarthria gracilis,NA
Anarthria humilis Nees,Anarthria humilis,NA
Anarthria laevis R.Br.,Anarthria laevis,NA
Anarthria polyphylla Nees,Anarthria polyphylla,NA
Anarthria prolifera R.Br.,Anarthria prolifera,NA
Anarthria scabra R.Br.,Anarthria scabra,NA
Lyginia barbata R.Br.,Lyginia barbata,NA
Lyginia excelsa B.G.Briggs & L.A.S.Johnson,Lyginia excelsa,NA
Lyginia imberbis R.Br.,Lyginia imberbis,NA
Aphelia brizula F.Muell.,Aphelia brizula,NA
Aphelia cyperoides R.Br.,Aphelia cyperoides,NA
Aphelia drummondii (Hieron.) Benth.,Aphelia drummondii,NA
Aphelia gracilis Sond.,Aphelia gracilis,NA
Aphelia nutans Hook.f. ex Benth.,Aphelia nutans,NA
Aphelia pumilio F.Muell. ex Sond.,Aphelia pumilio,NA
Centrolepis alepyroides (Nees) Walp.,Centrolepis alepyroides,NA
Centrolepis aristata (R.Br.) Roem. & Schult.,Centrolepis aristata,NA
Centrolepis banksii (R.Br.) Roem. & Schult.,Centrolepis banksii,NA
Centrolepis caespitosa D.A.Cooke,Centrolepis caespitosa,NA
Centrolepis cephaloformis Reader,Centrolepis cephaloformis,NA
Centrolepis curta D.A.Cooke,Centrolepis curta,NA
Centrolepis drummondiana (Nees) Walp.,Centrolepis drummondiana,NA
Centrolepis eremica D.A.Cooke,Centrolepis eremica,NA
Centrolepis exserta (R.Br.) Roem. & Schult.,Centrolepis exserta,NA
Centrolepis fascicularis Labill.,Centrolepis fascicularis,NA
Centrolepis glabra (F.Muell. ex Sond.) Hieron.,Centrolepis glabra,NA
Centrolepis humillima Benth.,Centrolepis humillima,NA
Centrolepis inconspicua W.Fitzg.,Centrolepis inconspicua,NA
Centrolepis milleri M.D.Barrett & D.D.Sokoloff,Centrolepis milleri,NA
Centrolepis monogyna (Hook.f.) Benth.,Centrolepis monogyna,NA
Centrolepis muscoides (Hook.f.) Hieron.,Centrolepis muscoides,NA
Centrolepis mutica (R.Br.) Hieron.,Centrolepis mutica,NA
Centrolepis pedderensis W.M.Curtis,Centrolepis pedderensis,NA
Centrolepis pilosa Hieron.,Centrolepis pilosa,NA
Centrolepis polygyna (R.Br.) Hieron.,Centrolepis polygyna,NA
Centrolepis racemosa D.D.Sokoloff & Remizowa,Centrolepis racemosa,NA
Centrolepis strigosa (R.Br.) Roem. & Schult.,Centrolepis strigosa,NA
Gaimardia amblyphylla W.M.Curtis,Gaimardia amblyphylla,NA
Gaimardia fitzgeraldii F.Muell. & Rodway,Gaimardia fitzgeraldii,NA
Gaimardia setacea Hook.f.,Gaimardia setacea,NA
Abildgaardia ovata (Burm.f.) Kral,Abildgaardia ovata,NA
Abildgaardia vaginata R.Br.,Abildgaardia vaginata,NA
"Actinoschoenus arthrostyloides (W.Fitzg.) K.L.Clarke, K.L.Wilson & J.J.Bruhl",Actinoschoenus arthrostyloides,NA
"Actinoschoenus glabrispiculus Rye, R.L.Barrett & M.D.Barrett",Actinoschoenus glabrispiculus,NA
"Actinoschoenus pentagonus Rye, R.L.Barrett & M.D.Barrett",Actinoschoenus pentagonus,NA
"Actinoschoenus quadricostatus Rye, R.L.Barrett & M.D.Barrett",Actinoschoenus quadricostatus,NA
"Actinoschoenus ramosus Rye, R.L.Barrett & M.D.Barrett",Actinoschoenus ramosus,NA
Actinoscirpus grossus (L.f.) Goetgh. & D.A.Simpson,Actinoscirpus grossus,NA
Arthrostylis aphylla R.Br.,Arthrostylis aphylla,NA
Bolboschoenus caldwellii (V.J.Cook) Soják,Bolboschoenus caldwellii,NA
Bolboschoenus fluviatilis (Torr.) Soják,Bolboschoenus fluviatilis,NA
Bolboschoenus medianus (V.J.Cook) Soják,Bolboschoenus medianus,NA
Bulbostylis barbata (Rottb.) C.B.Clarke,Bulbostylis barbata,NA
Bulbostylis burbidgeae K.L.Wilson,Bulbostylis burbidgeae,NA
Bulbostylis densa (Wall.) Hand.-Mazz.,Bulbostylis densa,NA
Bulbostylis pyriformis S.T.Blake,Bulbostylis pyriformis,NA
Bulbostylis turbinata S.T.Blake,Bulbostylis turbinata,NA
Carex alsophila F.Muell.,Carex alsophila,NA
Carex appressa R.Br.,Carex appressa,NA
Carex archeri Boott,Carex archeri,NA
Carex austrocompacta K.L.Wilson,Carex austrocompacta,NA
Carex austrosulcata K.L.Wilson,Carex austrosulcata,NA
Carex austrotenella K.L.Wilson,Carex austrotenella,NA
Carex barbata Boott,Carex barbata,NA
Carex bichenoviana Boott,Carex bichenoviana,NA
Carex blakei Nelmes,Carex blakei,NA
Carex breviculmis R.Br.,Carex breviculmis,NA
Carex breviscapa C.B.Clarke,Carex breviscapa,NA
Carex brownii Tuck.,Carex brownii,NA
Carex brunnea Thunb. ex Murray,Carex brunnea,NA
Carex canescens L.,Carex canescens,NA
Carex cataractae R.Br.,Carex cataractae,NA
Carex cheesemanniana (Boeckeler) K.A.Ford,Carex cheesemanniana,NA
Carex chlorantha R.Br.,Carex chlorantha,NA
Carex cryptostachys Brongn.,Carex cryptostachys,NA
Carex debilior (F.Muell.) K.L.Wilson,Carex debilior,NA
