id,taxonID,scientificName,acceptedNameUsage,kingdom,phylum,class,order,family,taxonRank,taxonomicStatus,isInvasive,habitat,locationID,countryCode,occurrenceStatus,establishmentMeans
114282,114282,Limnophila aromatica Merr.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114283,114283,Limnophila indica (L.) Druce,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114284,114284,Limnophila indica var. indica,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,VARIETY,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114285,114285,Limnophila sessiliflora Blume,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114286,114286,Limonium arborescens (Brouss.) O.Kuntze,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,SPECIES,SYNONYM,Null,Terrestrial,United States of America,US,Present,Alien
114287,114287,Limonium binervosum (Sm.) C.E.Salmon,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114288,114288,Limonium duriusculum Fourr.,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114289,114289,Limonium leptostachyum (Boiss.) Kuntze,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,SPECIES,SYNONYM,Null,Terrestrial,United States of America,US,Present,Alien
114290,114290,Limonium otolepis (Schrank) Kuntze,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114291,114291,Limonium perezii Hubbard ex L.H.Bailey,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114292,114292,Limonium ramosissimum (Poir.) Maire,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114293,114293,Limonium ramosissimum subsp. provinciale (Pignatti) Pignatti,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,SUBSPECIES,SYNONYM,Invasive,Terrestrial,United States of America,US,Present,Alien
114294,114294,Limonium sinuatum (L.) Mill.,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114295,114295,Limonium vulgare Mill.,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114296,114296,Linaria aeruginea (Gouan) Cav.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114297,114297,Linaria bipartita (Vent.) Willd.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114298,114298,Linaria dalmatica Mill.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114299,114299,Linaria dalmatica subsp. dalmatica,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SUBSPECIES,SYNONYM,Null,Terrestrial,United States of America,US,Present,Alien
114300,114300,Linaria dalmatica subsp. macedonica (Griseb.) D.A.Sutton,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SUBSPECIES,SYNONYM,Null,Terrestrial,United States of America,US,Present,Alien
114301,114301,Linaria genistifolia (L.) Mill.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114302,114302,Linaria incarnata (Vent.) Spreng.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114303,114303,Linaria maroccana Hook.f.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114304,114304,Linaria pinifolia Thell.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114305,114305,Linaria purpurea Mill.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114306,114306,Linaria repens Mill.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114307,114307,Linaria reticulata Dulac,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SPECIES,SYNONYM,Null,Terrestrial,United States of America,US,Present,Alien
114308,114308,Linaria spartea (L.) Willd.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114309,114309,Linaria supina (L.) Chaz.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114310,114310,Linaria vulgaris Mill.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114311,114311,Lindernia antipoda Colsm.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Linderniaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114312,114312,Lindernia ciliata Colsm.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Linderniaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114313,114313,Lindernia crustacea (L.) F.Muell.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Linderniaceae,SPECIES,SYNONYM,Null,Terrestrial,United States of America,US,Present,Alien
114314,114314,Lindernia diffusa Vahl,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Linderniaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114315,114315,Lindernia procumbens (Krock.) Philcox,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Linderniaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114316,114316,Linepithema humile,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114317,114317,Linum bienne Mill.,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114318,114318,Linum catharticum L.,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114319,114319,Linum grandiflorum Desf.,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114320,114320,Linum perenne L.,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114321,114321,Linum trigynum L.,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114322,114322,Linum usitatissimum L.,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114323,114323,Lipocarpha rehmannii (Ridl.) Goetgh.,,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,SPECIES,SYNONYM,Null,Terrestrial|Freshwater,United States of America,US,Present,Alien
114324,114324,Lipoptena cervi,,Animalia,Arthropoda,Insecta,Diptera,Hippoboscidae,SPECIES,ACCEPTED,Invasive,,United States of America,US,Present,Alien
114325,114325,Liriomyza huidobrensis,,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114326,114326,Liriope muscari L.H.Bailey,,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114327,114327,Liriope spicata Lour.,,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114328,114328,"Lissachatina fulica (FÃ©russac, 1821)",,Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114329,114329,"Lithobates catesbeianus (Shaw, 1802)",,Animalia,Chordata,Amphibia,Anura,Ranidae,SPECIES,ACCEPTED,Invasive,Terrestrial|Brackish,United States of America,US,Present,Alien
114330,114330,Lithospermum officinale L.,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114331,114331,Lithrea molleoides (Vell.) Engl.,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,SPECIES,SYNONYM,Null,Terrestrial,United States of America,US,Present,Alien
114332,114332,"Littorina littorea (Linnaeus, 1758)",,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,SPECIES,ACCEPTED,Null,,United States of America,US,Present,Alien
114333,114333,Livistona chinensis (Jacq.) R.Br. ex Mart.,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114334,114334,Livistona rotundifolia (Lam.) Mart.,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,SPECIES,SYNONYM,Null,Terrestrial,United States of America,US,Present,Alien
114335,114335,Lobelia chinensis Lour.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114336,114336,Lobelia erinus L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114337,114337,"Lobochona prorates Mohr, Le Veque & Matsudo, 1963",,Chromista,Ciliophora,Phyllopharyngea,,Lobochonidae,SPECIES,ACCEPTED,Null,Host,United States of America,US,Present,Alien
114338,114338,Lobularia maritima (L.) Desv.,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114339,114339,Logfia arvensis (L.) Holub,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114340,114340,Logfia gallica Coss. & Germ.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114341,114341,Logfia minima Dumort.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114342,114342,Lolium multiflorum Lam.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114343,114343,Lolium perenne L.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114344,114344,Lolium persicum Boiss.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114345,114345,Lolium rigidum Gaudin,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114346,114346,Lolium temulentum L.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114347,114347,Lolium temulentum subsp. temulentum,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,SUBSPECIES,SYNONYM,Invasive,Terrestrial,United States of America,US,Present,Alien
114348,114348,Lolium temulentum var. temulentum,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,VARIETY,SYNONYM,Null,Terrestrial,United States of America,US,Present,Alien
114349,114349,Lomelosia stellata Raf.,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114350,114350,Lomentaria hakodatensis Yendo,,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,SPECIES,ACCEPTED,Null,Marine,United States of America,US,Present,Alien
114351,114351,Lomentaria orcadensis (Harvey) F.S.Collins ex W.R.Taylor,,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,SPECIES,ACCEPTED,Null,Marine,United States of America,US,Present,Alien
114352,114352,Lonchocarpus punctatus Kunth,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114353,114353,"Lonchura malacca (Linnaeus, 1766)",,Animalia,Chordata,Aves,Passeriformes,Estrildidae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114354,114354,"Lonchura punctulata (Linnaeus, 1758)",,Animalia,Chordata,Aves,Passeriformes,Estrildidae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114355,114355,Lonicera Ã—salicifolia Zabel,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,DOUBTFUL,Null,Terrestrial,United States of America,US,Present,Alien
114356,114356,Lonicera bella Zabel.,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114357,114357,Lonicera caprifolium L.,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114358,114358,Lonicera etrusca Santi,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114359,114359,Lonicera fragrantissima Lindl. & Paxton,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114360,114360,Lonicera heckrottii Osborn,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,DOUBTFUL,Null,Terrestrial,United States of America,US,Present,Alien
114361,114361,Lonicera japonica Thunb.,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114362,114362,Lonicera korolkowii Stapf,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114363,114363,Lonicera maackii (Rupr.) Maxim.,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114364,114364,Lonicera minutiflora Zabel,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114365,114365,Lonicera morrowii A.Gray,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114366,114366,Lonicera notha Zabel,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114367,114367,Lonicera periclymenum L.,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114368,114368,Lonicera pileata Oliv.,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114369,114369,Lonicera ruprechtiana Regel,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114370,114370,Lonicera standishii hort. ex Jacques,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,SYNONYM,Invasive,Terrestrial,United States of America,US,Present,Alien
114371,114371,Lonicera tatarica L.,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114372,114372,Lonicera xylosteoides Tausch,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114373,114373,Lonicera xylosteum L.,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114374,114374,"Lophopodella carteri (Hyatt, 1866), 1868?",,Animalia,Bryozoa,Phylactolaemata,Plumatellida,Lophopodidae,SPECIES,ACCEPTED,Null,,United States of America,US,Present,Alien
114375,114375,Lophostemon confertus (R.Br.) Peter G.Wilson & J.T.Waterh.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114376,114376,"Lota lota (Linnaeus, 1758)",,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,SPECIES,ACCEPTED,Null,Freshwater,United States of America,US,Present,Native|Alien
114377,114377,Lotononis bainesii Baker,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114378,114378,Lotus angustissimus L.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114379,114379,Lotus corniculatus L.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114380,114380,Lotus pedunculatus Cav.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114381,114381,Lotus subbiflorus Lag.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114382,114382,Lotus tenuis Waldst. & Kit.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114383,114383,Lotus uliginosus Schkuhr,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,SYNONYM,Null,Terrestrial,United States of America,US,Present,Alien
114384,114384,"Loxosomatoides laevis Annandale, 1915",,Animalia,Entoprocta,,,Pedicellinidae,SPECIES,ACCEPTED,Null,,United States of America,US,Present,Alien
114385,114385,"Lucania goodei Jordan, 1880",,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,SPECIES,ACCEPTED,Null,Freshwater,United States of America,US,Present,Native|Alien
114386,114386,"Lucania parva (Baird & Girard, 1855)",,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,SPECIES,ACCEPTED,Null,Freshwater,United States of America,US,Present,Native|Alien
114387,114387,Ludwigia grandiflora (Michx.) Greuter & Burdet,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114388,114388,"Ludwigia hexapetala (Hook. & Arn.) E.M.Zardini, H.Y.Gu & P.H.Raven",,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,SPECIES,SYNONYM,Null,Terrestrial,United States of America,US,Present,Alien
114389,114389,Ludwigia longifolia (DC.) H.Hara,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114390,114390,Ludwigia peploides subsp. montevidensis (Spreng.) P.H.Raven,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,SUBSPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114391,114391,Ludwigia peruviana (L.) H.Hara,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114392,114392,Luffa acutangula Roxb.,,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114393,114393,Luffa aegyptiaca Mill.,,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114394,114394,"Lumbricus castaneus (Savigny, 1826)",,Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,SPECIES,SYNONYM,Null,Terrestrial,United States of America,US,Present,Alien
114395,114395,"Lumbricus festivus (Savigny, 1826)",,Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,SPECIES,SYNONYM,Null,Terrestrial,United States of America,US,Present,Alien
114396,114396,"Lumbricus friendi Cognetti, 1904",,Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114397,114397,"Lumbricus meliboeus Rosa, 1884",,Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114398,114398,"Lumbricus rubellus Hoffmeister, 1843",,Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114399,114399,"Lumbricus terrestris Linnaeus, 1758",,Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114400,114400,Lumnitzera racemosa Willd.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114401,114401,Lunaria annua L.,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114402,114402,Lunaria rediviva L.,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114403,114403,Lupinus albus L.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114404,114404,Lupinus angustifolius L.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114405,114405,Lupinus luteus L.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114406,114406,"Lutjanus fulvus (Forster, 1801)",,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,SPECIES,ACCEPTED,Null,Marine,United States of America,US,Present,Alien
114407,114407,"Lutjanus gibbus (ForsskÃ¥l, 1775)",,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,SPECIES,ACCEPTED,Null,Marine,United States of America,US,Present,Alien
114408,114408,"Lutjanus guttatus (Steindachner, 1869)",,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,SPECIES,ACCEPTED,Null,Marine,United States of America,US,Present,Alien
114409,114409,"Lutjanus kasmira (ForsskÃ¥l, 1775)",,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,SPECIES,ACCEPTED,Null,Marine,United States of America,US,Present,Alien
114410,114410,"Lutjanus sebae (Cuvier, 1816)",,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,SPECIES,ACCEPTED,Null,Marine,United States of America,US,Present,Alien
114411,114411,"Luxilus albeolus (Jordan, 1889)",,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,SPECIES,ACCEPTED,Null,Freshwater,United States of America,US,Present,Native|Alien
114412,114412,"Luxilus cerasinus (Cope, 1868)",,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,SPECIES,ACCEPTED,Null,Freshwater,United States of America,US,Present,Native|Alien
114413,114413,"Luxilus chrysocephalus Rafinesque, 1820",,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,SPECIES,ACCEPTED,Null,Freshwater,United States of America,US,Present,Native|Alien
114414,114414,"Luxilus chrysocephalus Rafinesque, 1820",,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,SPECIES,ACCEPTED,Null,Freshwater,United States of America,US,Present,Native|Alien
114415,114415,"Luxilus coccogenis (Cope, 1868)",,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,SPECIES,ACCEPTED,Null,Freshwater,United States of America,US,Present,Native|Alien
114416,114416,"Luxilus cornutus (Mitchill, 1817)",,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,SPECIES,ACCEPTED,Null,Freshwater,United States of America,US,Present,Native|Alien
114417,114417,"Luxilus zonistius Jordan, 1880",,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,SPECIES,ACCEPTED,Null,Freshwater,United States of America,US,Present,Native|Alien
114418,114418,Luziola peruviana J.F.Gmel.,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,SPECIES,ACCEPTED,Null,Terrestrial,United States of America,US,Present,Alien
114419,114419,Luziola subintegra Swallen,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,SPECIES,ACCEPTED,Invasive,Terrestrial,United States of America,US,Present,Alien
114420,114420,Luzula campestris DC.,,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,SPECIES,ACCEPTED,Null,Terrestrial|Freshwater,United States of America,US,Present,Alien
114421,114421,Luzula congesta (Thuill.) Lej.,,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,SPECIES,ACCEPTED,Null,Terrestrial|Freshwater,United States of America,US,Present,Alien
114422,114422,Luzula forsteri DC.,,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,SPECIES,ACCEPTED,Null,Terrestrial|Freshwater,United States of America,US,Present,Alien
