species,cc,endemic,endemic_prob
Uraria picta,AO_AU_BF_BI_BJ_CD_CF_CG_CI_CM_CN_ET_GA_GH_GM_ID_IN_ML_MZ_NG_NP_PG_PH_SL_SN_ST_TG,probable non-endemic--PG dist,probable non-endemic
Urena armitiana,AU,def_endemic,def_endemic
Urena australiensis,AU,def_endemic,def_endemic
Urena lobata,AO_AU_BD_BF_BI_BJ_BN_BO_BR_BT_BZ_CD_CF_CG_CI_CK_CM_CN_CO_CR_CU_DO_EC_ET_FM_GA_GF_GH_GM_GN_GP_GQ_GW_GY_HK_HN_HT_ID_IN_JM_JP_KE_KH_LA_LK_LR_MG_ML_MM_MR_MU_MW_MX_MY_MZ_NC_NE_NG_NI_NP_PA_PE_PF_PG_PH_PR_PY_RE_SB_SD_SG_SN_ST_TD_TG_TH_TL_TW_TZ_UG_US_VE_VN_VU_YT_ZM,probable non-endemic--PG dist,probable non-endemic
Urochloa distachya,,,NA
Urochloa kurzii,AU,def_endemic,def_endemic
Urochloa reptans,CN_CR_MX_US,possible non-endemic--CN dist,probable non-endemic
Urodon capitatus,AU,def_endemic,def_endemic
Urodon dasyphyllus,AU,def_endemic,def_endemic
Uromyrtus australis,AU,def_endemic,def_endemic
Uromyrtus lamingtonensis,AU,def_endemic,def_endemic
Uromyrtus metrosideros,AU,def_endemic,def_endemic
Uromyrtus tenella,AU,def_endemic,def_endemic
Urtica incisa,AU_GB_NZ,possible non-endemic--NZ dist,probable non-endemic
Urtica sykesii,NZ,possible non-endemic--NZ dist,probable non-endemic
Utania racemosa,AU_BN_ID_MY_PG_PH_SB_TH,probable non-endemic--PG dist,probable non-endemic
Utricularia albertiana,AU,def_endemic,def_endemic
Utricularia albiflora,AU,def_endemic,def_endemic
Utricularia ameliae,AU,def_endemic,def_endemic
Utricularia antennifera,AU,def_endemic,def_endemic
Utricularia arnhemica,AU,def_endemic,def_endemic
Utricularia aurea,AU_BR_CN_ID_IN_JP_KH_KR_LA_LK_MY_PG_TH_TW_VN,probable non-endemic--PG dist,probable non-endemic
Utricularia australis,AT_AU_BE_BY_CH_CN_CZ_DE_DK_EE_ES_FI_FR_GA_GB_HR_HU_IN_IT_JP_KP_KR_KZ_LU_LV_NL_NO_NZ_PG_PK_PL_PT_RU_SE_SI_SK_TW_UA,probable non-endemic--PG dist,probable non-endemic
Utricularia barkeri,AU,def_endemic,def_endemic
Utricularia beaugleholei,AU,def_endemic,def_endemic
Utricularia benthamii,AU,def_endemic,def_endemic
Utricularia bidentata,AU,def_endemic,def_endemic
Utricularia bifida,AU_CN_HK_ID_IN_JP_KR_LA_LK_MY_PG_SG_TH_TW_US,probable non-endemic--PG dist,probable non-endemic
Utricularia biloba,AU,def_endemic,def_endemic
Utricularia blackmanii,AU,def_endemic,def_endemic
Utricularia caerulea,AU_CN_HK_ID_IN_JP_KH_KR_LA_LK_MG_MY_PG_RU_SG_TH_TW_VN,probable non-endemic--PG dist,probable non-endemic
Utricularia capilliflora,AU,def_endemic,def_endemic
Utricularia cheiranthos,AU,def_endemic,def_endemic
Utricularia chrysantha,AU_PG,probable non-endemic--PG dist,probable non-endemic
Utricularia circumvoluta,AU,def_endemic,def_endemic
Utricularia dichotoma,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Utricularia dunlopii,AU,def_endemic,def_endemic
Utricularia dunstaniae,AU,def_endemic,def_endemic
Utricularia fenshamii,AU,def_endemic,def_endemic
Utricularia fistulosa,AU,def_endemic,def_endemic
Utricularia foveolata,AU_TH,possible non-endemic--TH dist,probable non-endemic
Utricularia fulva,AU,def_endemic,def_endemic
Utricularia geoffrayi,AU_KH,AU_KH,NA
Utricularia georgei,AU,def_endemic,def_endemic
Utricularia gibba,AO_AR_AU_BF_BI_BO_BR_BS_BW_BZ_CA_CD_CG_CI_CL_CM_CN_CO_CR_CU_EC_ES_ET_GA_GF_GH_GT_GW_GY_HK_HN_HT_HU_ID_JM_JP_MG_ML_MX_MY_NE_NG_NI_NZ_PA_PE_PR_PT_PW_PY_SG_SN_SR_SV_TD_TH_TW_TZ_US_VE_ZA_ZM_ZW,probable non-endemic--ID dist,probable non-endemic
Utricularia grampiana,AU,def_endemic,def_endemic
Utricularia hamiltonii,AU,def_endemic,def_endemic
Utricularia helix,AU,def_endemic,def_endemic
Utricularia holtzei,AU,def_endemic,def_endemic
Utricularia inaequalis,AU,def_endemic,def_endemic
Utricularia involvens,AU_MY_TH,possible non-endemic--TH dist,probable non-endemic
Utricularia jobsonii,AU,def_endemic,def_endemic
Utricularia kamienskii,AU,def_endemic,def_endemic
Utricularia kenneallyi,AU,def_endemic,def_endemic
Utricularia kimberleyensis,AU,def_endemic,def_endemic
Utricularia lasiocaulis,AU,def_endemic,def_endemic
Utricularia lateriflora,AU,def_endemic,def_endemic
Utricularia leptoplectra,AU,def_endemic,def_endemic
Utricularia leptorhyncha,AU,def_endemic,def_endemic
Utricularia limosa,AU_KH,AU_KH,NA
Utricularia magna,AU,def_endemic,def_endemic
Utricularia menziesii,AU,def_endemic,def_endemic
Utricularia minutissima,AU_ID_JP_MY_SG_TH,probable non-endemic--ID dist,probable non-endemic
Utricularia muelleri,AU,def_endemic,def_endemic
Utricularia multifida,AU,def_endemic,def_endemic
Utricularia odorata,AU_KH_TH,possible non-endemic--TH dist,probable non-endemic
Utricularia papilliscapa,AU,def_endemic,def_endemic
Utricularia paulineae,AU,def_endemic,def_endemic
Utricularia petertaylorii,AU,def_endemic,def_endemic
Utricularia quinquedentata,AU,def_endemic,def_endemic
Utricularia rhododactylos,AU,def_endemic,def_endemic
Utricularia simmonsii,AU,def_endemic,def_endemic
Utricularia simplex,AU,def_endemic,def_endemic
Utricularia singeriana,AU,def_endemic,def_endemic
Utricularia stellaris,AU_BF_BJ_BW_CI_CM_ET_GH_GM_GW_MG_ML_MZ_NE_SN_TD_TG_TZ_ZA,possible non-endemic--MG dist,probable non-endemic
Utricularia subulata,AU_BF_BJ_BO_BR_BS_BZ_CA_CF_CI_CM_CO_CU_DO_GA_GF_GH_GN_GY_HN_LR_MG_MX_NG_NI_PA_PE_PR_SR_SV_US_VE,possible non-endemic--MG dist,probable non-endemic
Utricularia tenella,AU,def_endemic,def_endemic
Utricularia terrae-reginae,AU,def_endemic,def_endemic
Utricularia tridactyla,AU,def_endemic,def_endemic
Utricularia triflora,AU,def_endemic,def_endemic
Utricularia tubulata,AU,def_endemic,def_endemic
Utricularia uliginosa,AU_CN_HK_ID_JP_KH_LK_MY_NC_TH,probable non-endemic--NC dist,probable non-endemic
Utricularia uniflora,AU_EC,likely_endemic,likely_endemic
Utricularia violacea,AU,def_endemic,def_endemic
Utricularia volubilis,AU,def_endemic,def_endemic
Utricularia westonii,AU,def_endemic,def_endemic
Uvaria concava,AU_ID_PH,probable non-endemic--ID dist,probable non-endemic
Uvaria holtzei,AU,def_endemic,def_endemic
Uvaria leichhardtii,AU_ID_PG,probable non-endemic--PG dist,probable non-endemic
Uvaria micrantha,AU_ID_LA_MY_PG_PH_TH_TL_VN,probable non-endemic--PG dist,probable non-endemic
Uvaria rufa,AU_ID_KH_LA_MY_PH_TH_TL,probable non-endemic--ID dist,probable non-endemic
Uvaria sankowskyi,AU,def_endemic,def_endemic
Uvaria scabridula,AU,def_endemic,def_endemic
Uvaria topazensis,AU,def_endemic,def_endemic
Uvaria uhrii,AU,def_endemic,def_endemic
Uvaria unguiculata,AU,def_endemic,def_endemic
Uvedalia clementii,AU,def_endemic,def_endemic
Uvedalia linearis,AU,def_endemic,def_endemic
Vachellia bidwillii,AU,def_endemic,def_endemic
Vachellia clarksoniana,AU,def_endemic,def_endemic
Vachellia ditricha,AU,def_endemic,def_endemic
Vachellia douglasica,AU,def_endemic,def_endemic
Vachellia pachyphloia,AU,def_endemic,def_endemic
Vachellia pallidifolia,AU,def_endemic,def_endemic
Vachellia suberosa,AU,def_endemic,def_endemic
Vachellia sutherlandii,AU,def_endemic,def_endemic
Vachellia valida,AU,def_endemic,def_endemic
Vaginularia acrocarpa,AU_PG,probable non-endemic--PG dist,probable non-endemic
Vallisneria annua,AU,def_endemic,def_endemic
Vallisneria australis,AU_BE_NZ,possible non-endemic--NZ dist,probable non-endemic
Vallisneria caulescens,AU,def_endemic,def_endemic
Vallisneria erecta,AU,def_endemic,def_endemic
Vallisneria nana,AU_CN_JP_PG_PH_TW,probable non-endemic--PG dist,probable non-endemic
Vallisneria rubra,AU,def_endemic,def_endemic
Vallisneria triptera,AU,def_endemic,def_endemic
Van-royena castanosperma,AU,def_endemic,def_endemic
Vanda hindsii,AU_PG,probable non-endemic--PG dist,probable non-endemic
Vandasina retusa,AU_ID_PG,probable non-endemic--PG dist,probable non-endemic
Vandellia clausa,AU,def_endemic,def_endemic
Vandellia cowiei,,,NA
Vandellia lobelioides,AU,def_endemic,def_endemic
Vandellia scapigera,AU,def_endemic,def_endemic
Vandellia subulata,AU,def_endemic,def_endemic
Vandenboschia johnstonensis,AU_PG_PH,probable non-endemic--PG dist,probable non-endemic
Varronia dichotoma,BR,possible endemic--strange dist,likely_endemic
Vavaea amicorum,AU_FJ_ID_MY_PG_PH_TO_VU,probable non-endemic--PG dist,probable non-endemic
Ventilago pubiflora,AU,def_endemic,def_endemic
Ventilago viminalis,AU,def_endemic,def_endemic
Verbena halei,AU_PG,probable non-endemic--PG dist,probable non-endemic
Verbena officinalis,AF_AM_AT_AU_AZ_BA_BE_BG_BR_BS_BY_CD_CH_CN_CO_CU_CY_CZ_DE_DK_DO_DZ_ES_ET_FI_FR_GB_GE_GR_GT_HR_HU_IL_IT_JP_KG_KR_KZ_LB_MA_MD_ME_MX_NE_NL_NO_NZ_PE_PL_PT_RO_RS_RU_SE_SI_SK_SY_TF_TH_TN_TR_TW_TZ_UA_US_VN_YE_ZA,possible non-endemic--NZ dist,probable non-endemic
Veronica arcuata,AU,def_endemic,def_endemic
Veronica arenaria,AU,def_endemic,def_endemic
Veronica arguta,AU,def_endemic,def_endemic
Veronica blakelyi,AU,def_endemic,def_endemic
Veronica calycina,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Veronica ciliolata,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Veronica continua,AU,def_endemic,def_endemic
Veronica decorosa,AU,def_endemic,def_endemic
Veronica densifolia,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Veronica derwentiana,AU,def_endemic,def_endemic
Veronica distans,AU,def_endemic,def_endemic
Veronica formosa,AU,def_endemic,def_endemic
Veronica gracilis,AU,def_endemic,def_endemic
Veronica grosseserrata,AU,def_endemic,def_endemic
Veronica hillebrandii,AU,def_endemic,def_endemic
Veronica hookeriana,,,NA
Veronica lithophila,AU,def_endemic,def_endemic
Veronica nivea,AU,def_endemic,def_endemic
Veronica notabilis,AU,def_endemic,def_endemic
Veronica parnkalliana,AU,def_endemic,def_endemic
Veronica perfoliata,AU_US,likely_endemic,likely_endemic
Veronica plebeia,AU_CR_NZ_US,possible non-endemic--NZ dist,probable non-endemic
Veronica serpyllifolia,AM_AR_AT_AU_AZ_BA_BG_BO_BR_BY_CA_CH_CL_CN_CO_CR_CZ_DE_DK_EC_EE_ES_FI_FO_FR_GB_GE_GR_GS_GT_HR_HU_IE_IS_IT_JM_JP_LT_LV_MA_MD_MK_MX_NO_NZ_PE_PL_PM_PT_RO_RS_RU_SE_SH_SI_SK_TR_UA_US_VE_ZA,possible non-endemic--NZ dist,probable non-endemic
Veronica sobolifera,AU,def_endemic,def_endemic
Veronica subtilis,AU,def_endemic,def_endemic
Veronica velutina,AU,def_endemic,def_endemic
Verticordia acerosa,AU,def_endemic,def_endemic
Verticordia aereiflora,AU,def_endemic,def_endemic
Verticordia albida,AU,def_endemic,def_endemic
Verticordia amphigia,AU,def_endemic,def_endemic
Verticordia apecta,AU,def_endemic,def_endemic
Verticordia argentea,AU,def_endemic,def_endemic
Verticordia attenuata,AU,def_endemic,def_endemic
Verticordia aurea,AU,def_endemic,def_endemic
Verticordia auriculata,AU,def_endemic,def_endemic
Verticordia bifimbriata,AU,def_endemic,def_endemic
Verticordia blepharophylla,AU,def_endemic,def_endemic
Verticordia brachypoda,AU,def_endemic,def_endemic
Verticordia brevifolia,AU,def_endemic,def_endemic
Verticordia brownii,AU,def_endemic,def_endemic
Verticordia capillaris,AU,def_endemic,def_endemic
Verticordia carinata,AU,def_endemic,def_endemic
Verticordia centipeda,AU,def_endemic,def_endemic
Verticordia chrysantha,AU,def_endemic,def_endemic
Verticordia chrysanthella,AU,def_endemic,def_endemic
Verticordia chrysostachys,AU,def_endemic,def_endemic
Verticordia citrella,AU,def_endemic,def_endemic
Verticordia comosa,AU,def_endemic,def_endemic
Verticordia cooloomia,AU,def_endemic,def_endemic
Verticordia coronata,AU,def_endemic,def_endemic
Verticordia crebra,AU,def_endemic,def_endemic
Verticordia cunninghamii,AU,def_endemic,def_endemic
Verticordia dasystylis,AU,def_endemic,def_endemic
Verticordia decussata,AU,def_endemic,def_endemic
Verticordia densiflora,AU,def_endemic,def_endemic
Verticordia dichroma,AU,def_endemic,def_endemic
Verticordia drummondii,AU,def_endemic,def_endemic
Verticordia endlicheriana,AU,def_endemic,def_endemic
Verticordia eriocephala,AU,def_endemic,def_endemic
Verticordia etheliana,AU,def_endemic,def_endemic
Verticordia fastigiata,AU,def_endemic,def_endemic
Verticordia fimbrilepis,AU,def_endemic,def_endemic
Verticordia forrestii,AU,def_endemic,def_endemic
Verticordia fragrans,AU,def_endemic,def_endemic
Verticordia galeata,AU,def_endemic,def_endemic
Verticordia gracilis,AU,def_endemic,def_endemic
Verticordia grandiflora,AU,def_endemic,def_endemic
Verticordia grandis,AU,def_endemic,def_endemic
Verticordia habrantha,AU,def_endemic,def_endemic
Verticordia halophila,AU,def_endemic,def_endemic
Verticordia harveyi,AU,def_endemic,def_endemic
Verticordia helichrysantha,AU,def_endemic,def_endemic
Verticordia helmsii,AU,def_endemic,def_endemic
Verticordia huegelii,AU,def_endemic,def_endemic
Verticordia hughanii,AU,def_endemic,def_endemic
Verticordia humilis,AU,def_endemic,def_endemic
Verticordia inclusa,AU,def_endemic,def_endemic
Verticordia insignis,AU,def_endemic,def_endemic
Verticordia integra,AU,def_endemic,def_endemic
Verticordia interioris,AU,def_endemic,def_endemic
Verticordia jamiesonii,AU,def_endemic,def_endemic
Verticordia laciniata,AU,def_endemic,def_endemic
Verticordia lehmannii,AU,def_endemic,def_endemic
Verticordia lepidophylla,AU,def_endemic,def_endemic
Verticordia lindleyi,AU,def_endemic,def_endemic
Verticordia longistylis,AU,def_endemic,def_endemic
Verticordia luteola,AU,def_endemic,def_endemic
Verticordia minutiflora,AU,def_endemic,def_endemic
Verticordia mirabilis,AU,def_endemic,def_endemic
Verticordia mitchelliana,AU,def_endemic,def_endemic
Verticordia mitodes,AU,def_endemic,def_endemic
Verticordia monadelpha,AU,def_endemic,def_endemic
Verticordia muelleriana,AU,def_endemic,def_endemic
Verticordia multiflora,AU,def_endemic,def_endemic
Verticordia nitens,AU,def_endemic,def_endemic
Verticordia nobilis,AU,def_endemic,def_endemic
Verticordia oculata,AU,def_endemic,def_endemic
Verticordia ovalifolia,AU,def_endemic,def_endemic
Verticordia oxylepis,AU,def_endemic,def_endemic
Verticordia paludosa,AU,def_endemic,def_endemic
Verticordia patens,AU,def_endemic,def_endemic
Verticordia penicillaris,AU,def_endemic,def_endemic
Verticordia pennigera,AU,def_endemic,def_endemic
Verticordia pholidophylla,AU,def_endemic,def_endemic
Verticordia picta,AU,def_endemic,def_endemic
Verticordia pityrhops,AU,def_endemic,def_endemic
Verticordia plumosa,AU,def_endemic,def_endemic
Verticordia polytricha,AU,def_endemic,def_endemic
Verticordia pritzelii,AU,def_endemic,def_endemic
Verticordia pulchella,AU,def_endemic,def_endemic
Verticordia rennieana,AU,def_endemic,def_endemic
Verticordia roei,AU,def_endemic,def_endemic
Verticordia rutilastra,AU,def_endemic,def_endemic
Verticordia serotina,AU,def_endemic,def_endemic
Verticordia serrata,AU,def_endemic,def_endemic
Verticordia setacea,AU,def_endemic,def_endemic
Verticordia sieberi,AU,def_endemic,def_endemic
Verticordia spicata,AU,def_endemic,def_endemic
Verticordia staminosa,AU,def_endemic,def_endemic
Verticordia stenopetala,AU,def_endemic,def_endemic
Verticordia subulata,AU,def_endemic,def_endemic
Verticordia tumida,AU,def_endemic,def_endemic
Verticordia venusta,AU,def_endemic,def_endemic
Verticordia verticillata,AU,def_endemic,def_endemic
Verticordia verticordina,AU,def_endemic,def_endemic
Verticordia vicinella,AU,def_endemic,def_endemic
Verticordia wonganensis,AU,def_endemic,def_endemic
Vesselowskya rubifolia,AU,def_endemic,def_endemic
Vesselowskya venusta,AU,def_endemic,def_endemic
Vicinia ciliata,AU,def_endemic,def_endemic
Vigna lanceolata,AU,def_endemic,def_endemic
Vigna luteola,AR_AU_BF_BI_BJ_BM_BO_BR_BS_BW_BZ_CD_CI_CM_CO_CR_DM_DO_EC_ET_GA_GF_GH_GP_GT_GW_GY_HN_HT_IL_JP_KN_KY_LR_MG_MV_MX_MZ_NI_PA_PE_PR_PY_RW_SV_TH_TW_TZ_UG_US_UY_VC_VE_VI_ZA_ZM,possible non-endemic--TH dist,probable non-endemic
Vigna marina,AU_BJ_BR_CK_FM_GH_ID_JP_MG_MY_MZ_NC_PF_PG_PH_SB_TO_TW_US_VU_WF_WS,probable non-endemic--PG dist,probable non-endemic
Vigna radiata,AF_AU_BE_BF_BJ_BR_CD_CM_CN_GB_ID_IN_JP_KE_KM_KP_KR_MG_MX_NE_PG_PH_SN_TH_TW_US_VU_YT,probable non-endemic--PG dist,probable non-endemic
Vigna suberecta,AU,def_endemic,def_endemic
Vigna triodiophila,AU,def_endemic,def_endemic
Vigna vexillata,AU_BF_BI_BJ_BO_BR_BT_BZ_CD_CI_CM_CN_CO_CR_EC_ET_GA_GH_GT_GY_HN_ID_IN_JP_KE_KR_LA_MG_MW_MX_MZ_NE_NG_NI_PA_PE_PG_PR_RW_SN_SR_SV_SZ_TD_TG_TH_TZ_UG_VE_VN_ZA_ZM_ZW,probable non-endemic--PG dist,probable non-endemic
Viminaria juncea,AU,def_endemic,def_endemic
Vincetoxicum barbatum,AU,def_endemic,def_endemic
Vincetoxicum biglandulosum,AU_NC_VU,probable non-endemic--NC dist,probable non-endemic
Vincetoxicum brachystelmoides,AU,def_endemic,def_endemic
Vincetoxicum carnosum,AU_ID_PG_PH_TH,probable non-endemic--PG dist,probable non-endemic
Vincetoxicum christineae,AU,def_endemic,def_endemic
Vincetoxicum cinerascens,AU,def_endemic,def_endemic
Vincetoxicum coloratum,AU,def_endemic,def_endemic
Vincetoxicum elegans,AU,def_endemic,def_endemic
Vincetoxicum erectum,AU,def_endemic,def_endemic
Vincetoxicum flexuosum,AU_CN_ID_LA_MY_PG_PH_TH_VN,probable non-endemic--PG dist,probable non-endemic
Vincetoxicum floribundum,AU,def_endemic,def_endemic
Vincetoxicum forsteri,AU,def_endemic,def_endemic
Vincetoxicum grandiflorum,AU,def_endemic,def_endemic
Vincetoxicum leptolepis,AU,def_endemic,def_endemic
Vincetoxicum lineare,AU,def_endemic,def_endemic
Vincetoxicum ovatum,AU,def_endemic,def_endemic
Vincetoxicum paniculatum,AU_CN_JP_KP_KR_MN_RU,possible non-endemic--CN dist,probable non-endemic
Vincetoxicum pedunculatum,AU,def_endemic,def_endemic
Vincetoxicum polyanthum,AU,def_endemic,def_endemic
Vincetoxicum puberulum,AU,def_endemic,def_endemic
Vincetoxicum rupicola,AU,def_endemic,def_endemic
Vincetoxicum williamsii,AU,def_endemic,def_endemic
Vincetoxicum woollsii,AU,def_endemic,def_endemic
Viola banksii,AU_NO_NZ_SE_US_ZA,possible non-endemic--NZ dist,probable non-endemic
Viola betonicifolia,AU_CN_HK_ID_JP_KR_PG_TH_TW,probable non-endemic--PG dist,probable non-endemic
Viola caleyana,AU,def_endemic,def_endemic
Viola cunninghamii,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Viola eminens,AU,def_endemic,def_endemic
Viola fuscoviolacea,AU,def_endemic,def_endemic
Viola hederacea,AU_US_ZA,possible endemic--strange dist,likely_endemic
Viola improcera,AU,def_endemic,def_endemic
Viola perreniformis,AU,def_endemic,def_endemic
Viola silicestris,AU,def_endemic,def_endemic
Viscum articulatum,AU_BN_BZ_CN_CO_EC_ID_IN_LA_MY_PG_PH_TH_TW_VE_VN,probable non-endemic--PG dist,probable non-endemic
Viscum bancroftii,AU,def_endemic,def_endemic
Viscum ovalifolium,AU_BN_CN_ID_LA_MY_PG_PH_TH_VN,probable non-endemic--PG dist,probable non-endemic
Viscum whitei,AU,def_endemic,def_endemic
Vitex acuminata,AU,def_endemic,def_endemic
Vitex glabrata,AU_ID_MY_PG_PH_SB_TH,probable non-endemic--PG dist,probable non-endemic
Vitex lignum-vitae,AU,def_endemic,def_endemic
Vitex melicopea,AU,def_endemic,def_endemic
Vitex queenslandica,AU,def_endemic,def_endemic
Vitex trifolia,AU_CN_HK_JP_KP_KR_MX_MY_TH_TL_TW_US_VN,possible non-endemic--TL dist,probable non-endemic
Vitex velutinifolia,AU,def_endemic,def_endemic
Vitis cardiophylla,AU,def_endemic,def_endemic
Vitis flexuosa,CN_JP_KP_KR_TW,possible non-endemic--TW dist,probable non-endemic
Vittadinia australasica,AU,def_endemic,def_endemic
Vittadinia blackii,AU,def_endemic,def_endemic
Vittadinia burbidgeae,AU,def_endemic,def_endemic
Vittadinia cervicularis,AU,def_endemic,def_endemic
Vittadinia condyloides,AU,def_endemic,def_endemic
Vittadinia constricta,AU,def_endemic,def_endemic
Vittadinia cuneata,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Vittadinia decora,AU,def_endemic,def_endemic
Vittadinia dissecta,AU_JP,likely_endemic,likely_endemic
Vittadinia eremaea,AU,def_endemic,def_endemic
Vittadinia gracilis,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Vittadinia humerata,AU,def_endemic,def_endemic
Vittadinia megacephala,AU,def_endemic,def_endemic
Vittadinia muelleri,AU,def_endemic,def_endemic
Vittadinia nullarborensis,AU,def_endemic,def_endemic
Vittadinia pterochaeta,AU,def_endemic,def_endemic
Vittadinia pustulata,AU,def_endemic,def_endemic
Vittadinia sulcata,AU,def_endemic,def_endemic
Vittadinia tenuissima,AU,def_endemic,def_endemic
Voacanga grandifolia,AU_ID_PG_US,probable non-endemic--PG dist,probable non-endemic
Volkameria aculeata,AU,def_endemic,def_endemic
Volkameria heterophylla,AU,def_endemic,def_endemic
Volkameria inermis,AU_BR_CG_FM_GA_GN_GU_ID_JP_LK_MY_NC_PG_SG_TH_TO_TW_US_VN_VU,probable non-endemic--PG dist,probable non-endemic
Vrydagzynea albostriata,AU,def_endemic,def_endemic
Vulpia bromoides,AU_BE,likely_endemic,likely_endemic
Wahlenbergia aridicola,AU,def_endemic,def_endemic
